Project ID,Insect Type,Insect Order,Project Title,Project Description,Type,16s rRNA,full_results
PRJNA706782,Dung beetle,Coleoptera,Gut microbiomes of Phanaeus vindex and P. difformis dung beetles across allopatric and sympatric ranges: Raw sequence reads,"The microbiome plays key roles in host physiology and ecology, but how the microbiome varies among populations of hosts is not well understood. However, different abiotic and biotic selection pressures across a species' range likely lead to variation in the microbiome. In addition, symbiotic microbiota may differ more between closely-related species in sympatry than in allopatry if selection favors the reduction of interspecific competition. We investigated variation in the maternally transmitted, beneficial gut microbiomes of Phanaeus vindex and P. difformis, sister species of dung beetles that compete for the same resources in sympatry and occur across diverse climatic conditions . Specifically, we sampled and sequenced bacterial and archaeal 16S rDNA from guts of P. difformis and P. vindex collected across 17 sympatric and allopatric sites to explore the patterns and processes leading to variation in the gut microbiome.",paired,1,1
PRJNA706185,black soldier fly,Diptera,Bacterial biota composition of black soldier fly larvae gut regions after rearing on industrial by-products,Bacterial biota composition of black soldier fly larvae gut regions after rearing on industrial by-products,paired,1,1
PRJNA705951,Apis cerana,Hymenoptera,Metagenomic sequencing and isolates of Apis cerana gut Genome sequencing and assembly,Geographical variation of Asian honey bee Apis cerana gut microbiota,paired,0,0
PRJNA705676,honeybee,Hymenoptera,The overwintering honey bee: Effect of age and climate on the hindgut microbiome- WW/CW samples,"Managed honey bee colonies are overwintered in a variety of climates. Successfully overwintered colonies are paramount to spring agricultural pollination demands, which provide nutrients for early-year colony growth. High rates of winter colony loss have prompted investigations into overwintering climate, including indoor climate controlled overwintering. Core to overall colony health, the gut microbiome has largely been ignored in this context. While the gut microbiomes of short-lived workers and long-lived queens have been investigated, that of intermediate-lived, overwintering (diutinus) workers is relatively unknown. We sequenced the hindgut microbiota of overwintering workers from both a warm southern climate and controlled indoor cold climate. A cohort of known chronological age was sampled congruently for comparison. Chronological age was associated with significantly decreased bacterial and fungal load, but the relative structure of the core hindgut microbiome did not change with age. In both climates, the hindgut microbiome was generally stable overwinter. However, collective microbiome changes in the southern climate suggest compromised host physiology. Fungal abundance increased by two orders of magnitude in southern climate hindguts and was positively correlated with non-core, likely opportunistic bacteria. Our results contribute to understanding overwintering honey bee biology and microbial ecology and provide insight into overwintering strategies.",paired,1,1
PRJNA705672,honey bee,Hymenoptera,The overwintering honey bee: Effect of age and climate on the hindgut microbiome- KA samples,"Managed honey bee colonies are overwintered in a variety of climates. Successfully overwintered colonies are paramount to spring agricultural pollination demands, which provide nutrients for early-year colony growth. High rates of winter colony loss have prompted investigations into overwintering climate, including indoor climate controlled overwintering. Core to overall colony health, the gut microbiome has largely been ignored in this context. While the gut microbiomes of short-lived workers and long-lived queens have been investigated, that of intermediate-lived, overwintering (diutinus) workers is relatively unknown. We sequenced the hindgut microbiota of overwintering workers from both a warm southern climate and controlled indoor cold climate. A cohort of known chronological age was sampled congruently for comparison. Chronological age was associated with significantly decreased bacterial and fungal load, but the relative structure of the core hindgut microbiome did not change with age. In both climates, the hindgut microbiome was generally stable overwinter. However, collective microbiome changes in the southern climate suggest compromised host physiology. Fungal abundance increased by two orders of magnitude in southern climate hindguts and was positively correlated with non-core, likely opportunistic bacteria. Our results contribute to understanding overwintering honey bee biology and microbial ecology and provide insight into overwintering strategies.",paired,1,1
PRJNA705073,Bumble bee,Hymenoptera,Strain-level analysis reveals the vertical microbial transmission during the life cycle of bumblebee,"Metagenomic samples from bumble bees (Bombus terrestris), to study the dynamic changes of lifestage and colony establishment .",paired,0,0
PRJNA703064,honey bee,Hymenoptera,Effects of glyphosate and tylosin on the gut transcriptome of honey bees,This study examined the effects of the herbicide glyphosate and the antibiotic tylosin on the gut transcriptome of honey bees,single,0,0
PRJNA702650,Drosophila,Diptera,Bacterial commnunity in guts of dPANK/fbl L3 larvae,This study investigates whether microbiome community in guts of dPANK/fbl (mutation of PANK in Drosophila ) L3 larvae is changed by treatment of pantethine/pantothenate.,paired,1,1
PRJNA702133,honey bee,Hymenoptera,V4 16S rDNA amplified from the gut microbiomes of honey bees Raw sequence reads,V4 16S rDNA amplified from the gut microbiomes of 2 stocks of honey bees (ITB and RJB) from urban and rural locations in China,paired,1,0
PRJNA701526,Wasp,Hymenoptera,Faecal samples from social wasps Raw sequence reads,"DNA metabarcoding of prey reveals spatial, temporal, and diet partitioning of an island ecosystem by four invasive wasps.",paired,1,1
PRJNA699677,Bumble bee,Hymenoptera,Individual differences of gut microbes in bumblebee hindguts,The abundances of specific gut microbes differ in individual bees and affect their behaviour,paired,0,0
PRJNA699592,honey bee,Hymenoptera,Mild chronic exposure to pesticides alters physiological markers of honey bee health without perturbing the core gut microbiota,"The honey bee gut hosts a specialized microbiota that plays a critical role in bee health through the stimulation of the immune system and an involvement in digestion. However, the gut also constitutes the primary site of exposure to a wide variety of pesticides ingested by honey bees during foraging, and feeding on stored honey and beebread. Recent studies highlighted that exposure to glyphosate can have negative effects on specific members of the core gut microbiota of honey bee workers. However, these studies exposed bees to relatively high glyphosate concentrations and did not assess the possible interactions with other pesticides. Here, we chronically exposed newly emerged honey bees to an environmental concentration of imidacloprid, glyphosate and difenoconazole, individually and in ternary mixture. We studied the effects of these exposures on the establishment of the gut microbiota, the physiological status, the longevity, and food consumption of the host. The core bacterial species were not affected by the exposure to the three pesticides at these environmental concentrations. Negative effects were observed but they were restricted to few transient non-core bacterial species. However, in the absence of the core microbiota, the pesticides induced physiological disruption by directly altering the detoxification system, the antioxidant defenses, and the metabolism of the host. Our study indicates that even mild exposure to pesticides can directly alter the physiological homeostasis of newly emerged honey bees and particularly if the individuals are dysbiotic (i.e. mostly lack the core microbiota). This highlights the importance of an early establishment of a healthy gut bacterial community to strengthen the natural defenses of the honey bee against xenobiotic stressors.",paired,1,1
